"diplome_r","Delai_r","sexe_r","StatutP_r","StatutM_r","Conseil_r","Diff2_r","Exppro_r","Abs1_r","Abs2_r"
"Aucun","Dificile","Homme","NSP","employe","aucun","Plutot dificile",NA,29,NA
"CAP","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",NA,0,NA
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,9,NA
"CAP","Facile","Homme",NA,NA,"aucun","Plutot facile",NA,4,52
"CAP","Facile","Homme","employe","employe","aucun","Tres dificile",NA,0,65
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"CAP","Dificile","Homme","employe",NA,"aucun","Tres dificile",NA,51,NA
"BAC+2","Facile","Homme",NA,NA,"aucun","Plutot facile",NA,0,0
"Aucun","Dificile","Homme","employe","NSP","aucun","Tres dificile",NA,14,94
"Aucun","Dificile","Homme",NA,NA,"aucun","Plutot dificile",NA,0,31
"CAP","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",NA,0,NA
"CAP","Facile","Homme",NA,"ouvrir","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme",NA,"ouvrir","aucun","Plutot facile",NA,0,0
"Aucun","Dificile","Homme","prof_interm","NSP","aucun","Tres dificile",NA,38,38
"Aucun","Facile","Homme",NA,NA,"aucun","Plutot dificile",NA,12,18
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",NA,0,72
"CAP","Facile","Femme",NA,"ouvrir","aucun","Tres dificile",NA,0,1
"CAP","Facile","Homme","agric","employe","aucun","Plutot facile",NA,2,2
"Aucun","Dificile","Femme","employe","ouvrir","aucun","Plutot dificile",NA,44,NA
"CAP","Dificile","Femme","employe","employe","aucun","Plutot dificile",NA,11,NA
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,16
"CAP","Facile","Homme",NA,"employe","aucun","Plutot dificile",NA,13,NA
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,20,82
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",NA,2,2
"Aucun","Facile","Homme","ouvrir","ouvrir","aucun","Tres dificile",NA,8,58
"CAP","Dificile","Homme","NSP","employe","aucun","Plutot dificile",NA,0,78
"CAP","Facile","Homme","agric","agric","aucun","Plutot facile",NA,0,0
"CAP","Dificile","Homme","ouvrir",NA,"aucun","Plutot facile",NA,10,NA
"Aucun","Facile","Homme","employe","employe","aucun","Tres dificile",NA,0,0
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",NA,9,9
"CAP","Dificile","Homme",NA,"employe","aucun","Tres dificile",NA,14,NA
"Aucun","Dificile","Homme",NA,"employe","aucun","Plutot dificile",NA,20,20
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",NA,0,2
"CAP","Facile","Homme","artis-commerc","artis-commerc","aucun","Plutot dificile",NA,0,0
"Aucun","Facile","Femme",NA,"ouvrir","aucun","Plutot facile",NA,0,NA
"CAP","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,0
"Aucun","Dificile","Homme","employe","employe","aucun","Tres dificile",NA,2,47
"CAP","Dificile","Femme","employe","ouvrir","aucun","Plutot dificile",NA,85,NA
"BAC","Dificile","Homme","ouvrir","ing-cadre-prof_lib","un","Plutot facile",NA,2,85
"Aucun","Dificile","Femme","NSP","employe","aucun","Plutot dificile",NA,69,NA
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","prof_interm","ing-cadre-prof_lib","un","Tres dificile",NA,0,51
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",NA,2,11
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Tres dificile",NA,0,0
"CAP","Dificile","Homme","employe","ouvrir","aucun","Plutot facile",NA,26,41
"Aucun","Facile","Homme","artis-commerc","employe","aucun","Plutot dificile",NA,5,NA
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot dificile",NA,42,NA
"CAP","Facile","Homme","employe","employe","aucun","Plutot dificile",NA,11,NA
"CAP","Dificile","Homme",NA,"NSP","aucun","Plutot dificile",NA,11,NA
"CAP","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,53,NA
"CAP","Dificile","Homme","artis-commerc","employe","aucun","Tres dificile",NA,17,66
"CAP","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",NA,0,8
"CAP","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Plutot dificile",NA,0,3
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"CAP","Dificile","Homme","employe",NA,"aucun","Plutot dificile",NA,2,60
"Aucun","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,0,74
"CAP","Facile","Femme","agric","agric","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme",NA,"agric","aucun","Plutot facile",NA,0,0
"Aucun","Dificile","Homme",NA,"NSP","aucun","Plutot dificile",NA,0,NA
"CAP","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,6,NA
"CAP","Dificile","Femme","ouvrir","employe","aucun","Plutot dificile",NA,0,80
"CAP","Dificile","Homme",NA,NA,"aucun","Plutot facile",NA,46,NA
"Aucun","Dificile","Homme","employe","employe","aucun","Tres dificile",NA,37,52
"Aucun","Dificile","Homme","ouvrir","NSP","aucun","Plutot facile",NA,6,48
"Aucun","Facile","Homme","employe","employe","aucun","Plutot dificile",NA,0,NA
"CAP","Dificile","Homme","prof_interm","ouvrir","aucun","Plutot dificile",NA,0,0
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",NA,12,12
"CAP","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,0,NA
"CAP","Dificile","Homme",NA,NA,"aucun","Plutot dificile",NA,0,0
"CAP","Dificile","Homme","ouvrir",NA,"aucun","Plutot facile",NA,6,71
"CAP","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,0,0
"Aucun","Facile","Femme","ouvrir","employe","aucun","Plutot dificile",NA,12,45
"CAP","Dificile","Femme","prof_interm",NA,"aucun","Tres dificile",NA,48,NA
"CAP","Dificile","Homme",NA,"ouvrir","aucun","Plutot facile",NA,49,77
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,50
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,29
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",NA,2,2
"CAP","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,32
"CAP","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",NA,2,5
"CAP","Facile","Homme",NA,"employe","un","Tres facile",NA,0,23
"CAP","Facile","Homme","artis-commerc",NA,"aucun","Tres facile",NA,0,23
"CAP","Dificile","Homme","prof_interm","ouvrir","aucun","Plutot dificile",NA,12,77
"CAP","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",NA,1,1
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,8
"CAP","Facile","Homme","artis-commerc","ouvrir","aucun","Tres facile",NA,19,35
"Aucun","Dificile","Femme","prof_interm","employe","aucun","Plutot dificile",NA,36,65
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,11,52
"CAP","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",NA,0,30
"CAP","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",NA,0,77
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,24,31
"Aucun","Dificile","Femme",NA,"ouvrir","aucun","Plutot facile",NA,0,0
"Aucun","Dificile","Homme","prof_interm","ouvrir","aucun","Plutot dificile",NA,25,NA
"Aucun","Dificile","Homme","employe","employe","aucun","Plutot dificile",NA,25,NA
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot dificile",NA,0,40
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,11
"CAP","Dificile","Homme","ouvrir","employe","aucun","Tres dificile",NA,79,NA
"CAP","Dificile","Femme","ouvrir","employe","aucun","Plutot facile",NA,37,37
"CAP","Dificile","Femme","ouvrir",NA,"aucun","Plutot facile",NA,23,30
"CAP","Dificile","Homme","ouvrir",NA,"aucun","Plutot dificile",NA,0,12
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,12
"Aucun","Dificile","Homme","ouvrir",NA,"aucun","Tres dificile",NA,2,54
"CAP","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,0,42
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,3,30
"Aucun","Dificile","Homme","ouvrir","employe","aucun","Plutot dificile",NA,66,66
"CAP","Facile","Homme","prof_interm","ouvrir","aucun","Plutot facile",NA,2,11
"Aucun","Dificile","Homme","NSP","employe","aucun","Plutot dificile",NA,2,16
"CAP","Dificile","Femme","artis-commerc","employe","aucun","Plutot dificile",NA,25,NA
"CAP","Dificile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,18,53
"CAP","Dificile","Homme","ouvrir","NSP","aucun","Plutot facile",NA,34,NA
"CAP","Facile","Homme","ing-cadre-prof_lib","NSP","aucun","Plutot facile",NA,0,0
"CAP","Facile","Femme","employe","employe","aucun","Plutot facile",NA,3,NA
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,1,49
"CAP","Dificile","Femme","employe","employe","aucun","Plutot facile",NA,13,NA
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",NA,0,NA
"Aucun","Facile","Homme","ouvrir","artis-commerc","aucun","Plutot dificile",NA,0,22
"Aucun","Dificile","Femme","NSP","ouvrir","aucun","Plutot facile",NA,8,83
"CAP","Facile","Homme","ouvrir","employe","aucun","Tres facile",NA,0,0
"BAC","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",NA,3,33
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"CAP","Facile","Femme","prof_interm","ouvrir","aucun","Plutot dificile",NA,0,37
"CAP","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Tres facile",NA,3,31
"Aucun","Dificile","Homme",NA,NA,"aucun","Plutot facile",NA,27,NA
"Aucun","Dificile","Femme","ouvrir",NA,"aucun","Plutot dificile",NA,9,9
"CAP","Dificile","Homme","ouvrir","employe","aucun","Plutot facile",NA,6,NA
"CAP","Facile","Homme","prof_interm","employe","aucun","Tres facile",NA,0,16
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,1,59
"CAP","Facile","Homme","ouvrir",NA,"aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,5
"CAP","Facile","Homme","artis-commerc",NA,"aucun","Plutot dificile",NA,0,70
"CAP","Facile","Homme","employe",NA,"aucun","Plutot facile",NA,10,19
"CAP","Facile","Homme",NA,"employe","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","NSP","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,0
"CAP","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot dificile",NA,0,0
"BAC+2","Facile","Homme","agric","agric","aucun","Plutot facile",NA,4,10
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,10
"BAC+2","Facile","Homme","ouvrir","ouvrir","un","Plutot facile",NA,1,NA
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,1,4
"BAC+2","Facile","Homme","agric","employe","un","Plutot dificile",NA,0,0
"BAC+2","Facile","Homme","prof_interm","ouvrir","aucun","Tres facile",NA,1,7
"BAC+2","Facile","Homme","artis-commerc","artis-commerc","un","Plutot facile",NA,0,1
"BAC","Facile","Homme",NA,"employe","aucun","Tres facile",NA,0,8
"BAC","Dificile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",NA,23,23
"BAC","Facile","Homme","ouvrir","NSP","aucun","Plutot facile",NA,3,30
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","un","Plutot facile",NA,0,30
"BAC+2","Facile","Homme","agric","agric","aucun","Plutot dificile",NA,3,20
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,11
"BAC+2","Facile","Homme","agric","employe","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","employe","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","ouvrir","ouvrir","un","Plutot dificile",NA,0,14
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,0,16
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,15
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,17
"BAC","Facile","Homme","prof_interm","ing-cadre-prof_lib","aucun","Plutot facile",NA,2,29
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,0,39
"BAC+2","Facile","Homme","agric","ouvrir","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Femme","agric","agric","aucun","Plutot dificile",NA,0,0
"BAC+2","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","agric","employe","aucun","Tres facile",NA,0,12
"BAC","Facile","Femme","prof_interm","employe","aucun","Plutot facile",NA,0,30
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","agric","agric","aucun","Plutot facile",NA,0,39
"BAC+2","Facile","Homme","agric","artis-commerc","aucun","Tres facile",NA,1,1
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme","employe","employe","aucun","Plutot dificile",NA,0,3
"BAC+2","Facile","Homme","ing-cadre-prof_lib","prof_interm","aucun","Plutot facile",NA,7,34
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","prof_interm",NA,"aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,39
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,0,0
"BAC+2","Facile","Homme","artis-commerc","artis-commerc","aucun","Plutot facile",NA,0,3
"BAC+2","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Plutot facile",NA,0,6
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","ing-cadre-prof_lib","artis-commerc","aucun","Plutot facile",NA,0,6
"BAC+2","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,NA
"BAC+2","Facile","Femme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,4,8
"BAC","Facile","Homme","employe","employe","aucun","Plutot dificile",NA,0,14
"BAC+2","Facile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,0,42
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Tres dificile",NA,0,NA
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot facile",NA,0,4
"BAC+2","Facile","Homme","ouvrir","prof_interm","aucun","Tres facile",NA,0,47
"BAC+2","Dificile","Homme","employe","employe","aucun","Plutot dificile",NA,7,7
"Aucun","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","prof_interm","prof_interm","aucun","Plutot facile",NA,0,0
"BAC+2","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",NA,4,4
"BAC+2","Facile","Femme","employe","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","agric","employe","plusieurs","Plutot dificile",NA,0,22
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,1,13
"BAC+2","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",NA,0,0
"BAC+2","Dificile","Homme","ouvrir","employe","aucun","Plutot facile",NA,3,3
"BAC+2","Dificile","Homme","employe","employe","aucun","Plutot dificile",NA,3,71
"BAC+2","Facile","Femme","employe","employe","aucun","Tres facile",NA,1,1
"BAC+2","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,7,29
"BAC+2","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"BAC","Dificile","Homme","ouvrir","ouvrir","aucun","Plutot dificile",NA,2,NA
"BAC+2","Facile","Homme","artis-commerc","ing-cadre-prof_lib","aucun","Tres facile",NA,0,19
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme","artis-commerc","employe","aucun","Plutot facile",NA,0,7
"BAC","Facile","Homme","employe","employe","aucun","Tres facile",NA,0,0
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme","ouvrir","ing-cadre-prof_lib","aucun","Plutot facile",NA,0,31
"BAC","Facile","Femme","NSP","NSP","aucun","Plutot facile",NA,0,86
"CAP","Facile","Femme","ouvrir","artis-commerc","aucun","Plutot dificile",NA,5,5
"BAC","Facile","Homme","ouvrir","artis-commerc","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme",NA,"employe","aucun","Plutot facile",NA,0,26
"BAC","Facile","Femme","agric","employe","aucun","Tres facile",NA,0,0
"CAP","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,24,24
"BAC","Facile","Homme","ing-cadre-prof_lib","ouvrir","aucun","Tres dificile",NA,2,9
"BAC","Facile","Homme","artis-commerc","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme",NA,"employe","aucun","Plutot dificile",NA,0,25
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot facile",NA,0,2
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Femme","prof_interm","ouvrir","aucun","Tres dificile",NA,2,2
"BAC+2","Facile","Homme","prof_interm","artis-commerc","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,28
"BAC","Facile","Homme","ouvrir","employe","aucun","Plutot facile",NA,0,0
"CAP","Facile","Femme",NA,"employe","aucun","Plutot facile",NA,3,22
"BAC","Facile","Femme","ouvrir","employe","aucun","Plutot facile",NA,0,11
"BAC","Facile","Homme","prof_interm","employe","aucun","Plutot dificile",NA,0,0
"BAC","Facile","Homme","agric","agric","aucun","Plutot dificile",NA,0,15
"BAC+2","Dificile","Femme","employe","ing-cadre-prof_lib","aucun","Plutot dificile",NA,31,NA
"CAP","Facile","Homme","ing-cadre-prof_lib","ing-cadre-prof_lib","aucun","Plutot facile",NA,11,22
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,77
"CAP","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot dificile",NA,0,15
"CAP","Facile","Femme","prof_interm","employe","aucun","Tres dificile",NA,0,62
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,32
"BAC","Facile","Femme","prof_interm","employe","aucun","Tres facile",NA,0,0
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",NA,0,13
"BAC","Facile","Homme","ing-cadre-prof_lib","employe","aucun","Plutot facile",NA,3,3
"BAC","Facile","Homme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,4
"BAC","Facile","Femme","artis-commerc","artis-commerc","aucun","Plutot dificile",NA,0,23
"BAC","Dificile","Femme","ouvrir","ouvrir","aucun","Plutot dificile",NA,31,31
"BAC","Facile","Femme","employe","employe","aucun","Plutot facile",NA,3,14
"BAC","Facile","Femme","ouvrir","ouvrir","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,0
"BAC","Facile","Homme",NA,"employe","aucun","Tres facile",NA,3,3
"CAP","Facile","Homme",NA,"agric","aucun","Plutot dificile",NA,2,61
"BAC","Dificile","Homme","ing-cadre-prof_lib","employe","aucun","Tres dificile",NA,0,0
"BAC","Facile","Femme","agric","agric","aucun","Plutot dificile",NA,0,17
"BAC","Dificile","Femme","NSP","ing-cadre-prof_lib","aucun","Tres dificile",NA,63,67
"CAP","Facile","Homme","ouvrir","ouvrir","aucun","Tres facile",NA,1,1
"BAC+2","Facile","Femme","prof_interm","employe","aucun","Plutot facile",NA,0,29
"BAC","Facile","Homme","artis-commerc",NA,"aucun","Plutot facile",NA,0,0
"CAP","Facile","Femme","employe","employe","aucun","Plutot dificile",NA,0,0
"CAP","Facile","Femme","NSP","employe","aucun","Plutot dificile",NA,7,NA
"CAP","Facile","Homme","employe","employe","aucun","Plutot facile",NA,0,27
"CAP","Dificile","Homme","ouvrir","employe","un","Plutot dificile",NA,10,84
"CAP","Facile","Femme","employe","employe","aucun","Plutot dificile",NA,0,NA
